id,doc_quality,completeness,face_score,doc_score,liveness_score,risk,created_at
1379,Good,0.91,0.37,0.48,0.59,High,2026-03-26T15:45:31.350192
1380,Good,0.46,0.79,0.3,0.72,Medium,2026-03-26T15:45:31.350194
1381,Good,0.9,0.85,0.6,0.44,Medium,2026-03-26T15:45:31.350197
1382,Good,0.88,0.57,0.31,0.91,High,2026-03-26T15:45:31.350199
1383,Good,0.45,0.78,0.34,0.74,Medium,2026-03-26T15:45:31.350202
1384,Good,0.59,0.41,0.5,0.85,High,2026-03-26T15:45:31.350205
1385,Good,0.78,0.6,0.86,0.69,Medium,2026-03-26T15:45:31.350207
1386,Good,0.58,0.39,0.58,0.53,High,2026-03-26T15:45:31.350210
1387,Good,0.61,0.38,0.87,0.98,Medium,2026-03-26T15:45:31.350213
1388,Good,0.83,0.68,0.35,0.91,Medium,2026-03-26T15:45:31.350215
1389,Good,0.46,0.76,0.62,0.74,Medium,2026-03-26T15:45:31.350217
1390,Good,0.82,0.74,0.34,0.72,High,2026-03-26T15:45:31.350220
1391,Poor,0.47,0.16,0.21,0.97,High,2026-03-26T15:45:31.350222
1392,Good,0.69,0.85,0.76,0.95,Medium,2026-03-26T15:45:31.350225
1393,Good,0.71,0.83,0.39,0.77,Medium,2026-03-26T15:45:31.350227
1394,Good,0.88,0.81,0.75,0.59,Medium,2026-03-26T15:45:31.350230
1395,Good,0.73,0.77,0.78,0.66,Medium,2026-03-26T15:45:31.350232
1396,Poor,0.97,0.37,0.25,0.64,High,2026-03-26T15:45:31.350235
1397,Poor,0.49,0.34,0.36,0.74,High,2026-03-26T15:45:31.350237
1398,Poor,0.79,0.33,0.26,0.82,High,2026-03-26T15:45:31.350240
1399,Good,0.99,0.5,0.42,0.93,Medium,2026-03-26T15:45:31.350242
1400,Poor,0.59,0.34,0.36,0.44,High,2026-03-26T15:45:31.350245
1401,Good,0.42,0.62,0.37,0.57,High,2026-03-26T15:45:31.350247
1402,Good,0.59,0.61,0.61,0.47,High,2026-03-26T15:45:31.350250
1403,Good,0.87,0.62,0.28,0.58,High,2026-03-26T15:45:31.350252
1404,Poor,0.6,0.31,0.23,0.52,High,2026-03-26T15:45:31.350255
1405,Poor,0.77,0.2,0.36,0.73,High,2026-03-26T15:45:31.350257
1406,Good,0.79,0.84,0.37,0.47,High,2026-03-26T15:45:31.350261
1407,Good,0.97,0.44,0.56,0.91,Medium,2026-03-26T15:45:31.350264
1408,Good,0.79,0.71,0.49,0.44,High,2026-03-26T15:45:31.350266
1409,Good,0.77,0.42,0.87,0.48,High,2026-03-26T15:45:31.350269
1410,Good,0.8,0.73,0.46,0.74,Medium,2026-03-26T15:45:31.350271
1411,Good,0.73,0.66,0.79,0.53,Medium,2026-03-26T15:45:31.350274
1412,Poor,0.95,0.2,0.14,0.96,High,2026-03-26T15:45:31.350276
1413,Good,0.62,0.85,0.59,0.66,Medium,2026-03-26T15:45:31.350279
1414,Poor,0.83,0.39,0.14,0.48,High,2026-03-26T15:45:31.350281
1415,Good,0.82,0.47,0.75,0.45,High,2026-03-26T15:45:31.350284
1416,Good,0.68,0.67,0.52,0.84,Medium,2026-03-26T15:45:31.350286
1417,Good,0.8,0.56,0.68,0.67,Medium,2026-03-26T15:45:31.350289
1418,Good,0.81,0.75,0.64,0.56,Medium,2026-03-26T15:45:31.350291
1419,Good,0.76,0.43,0.33,0.58,High,2026-03-26T15:45:31.350294
1420,Good,0.57,0.87,0.47,0.5,Medium,2026-03-26T15:45:31.350296
1421,Good,0.44,0.76,0.77,0.74,Medium,2026-03-26T15:45:31.350299
1422,Poor,0.72,0.21,0.36,0.42,High,2026-03-26T15:45:31.350301
1423,Good,0.97,0.46,0.58,0.79,Medium,2026-03-26T15:45:31.350304
1424,Poor,0.46,0.3,0.39,0.42,High,2026-03-26T15:45:31.350306
1425,Poor,0.58,0.28,0.2,0.43,High,2026-03-26T15:45:31.350309
1426,Poor,0.94,0.31,0.33,0.93,High,2026-03-26T15:45:31.350311
1427,Good,0.65,0.72,0.65,0.53,Medium,2026-03-26T15:45:31.350314
1428,Good,0.4,0.81,0.81,0.8,Medium,2026-03-26T15:45:31.350316
1429,Poor,0.74,0.25,0.24,0.65,High,2026-03-26T15:45:31.350319
1430,Poor,0.59,0.16,0.23,0.95,High,2026-03-26T15:45:31.350322
1431,Good,0.6,0.66,0.83,0.48,Medium,2026-03-26T15:45:31.350324
1432,Good,0.92,0.77,0.77,0.78,Medium,2026-03-26T15:45:31.350327
1433,Good,0.68,0.48,0.56,0.56,High,2026-03-26T15:45:31.350329
1434,Poor,0.49,0.23,0.39,0.49,High,2026-03-26T15:45:31.350332
1435,Good,0.83,0.39,0.56,0.6,High,2026-03-26T15:45:31.350335
1436,Good,0.52,0.81,0.47,0.44,High,2026-03-26T15:45:31.350338
1437,Good,0.96,0.71,0.78,0.43,Medium,2026-03-26T15:45:31.350340
1438,Good,0.45,0.85,0.3,0.75,Medium,2026-03-26T15:45:31.350343
1439,Good,0.42,0.65,0.65,0.55,Medium,2026-03-26T15:45:31.350345
1440,Good,0.8,0.49,0.79,0.45,High,2026-03-26T15:45:31.350348
1441,Good,0.79,0.72,0.55,0.45,High,2026-03-26T15:45:31.350350
1442,Good,0.88,0.77,0.52,0.74,Medium,2026-03-26T15:45:31.350353
1443,Poor,0.83,0.34,0.32,0.66,High,2026-03-26T15:45:31.350356
1444,Good,0.54,0.48,0.35,0.82,High,2026-03-26T15:45:31.350358
1445,Good,0.69,0.87,0.85,0.57,Medium,2026-03-26T15:45:31.350360
1446,Good,0.89,0.45,0.79,0.55,High,2026-03-26T15:45:31.350363
1447,Good,0.58,0.39,0.31,0.52,High,2026-03-26T15:45:31.350365
1448,Good,0.99,0.89,0.36,0.97,Medium,2026-03-26T15:45:31.350368
1449,Good,0.67,0.81,0.42,0.76,Medium,2026-03-26T15:45:31.350370
1450,Good,0.82,0.61,0.51,0.69,Medium,2026-03-26T15:45:31.350373
1451,Good,0.75,0.59,0.42,0.72,High,2026-03-26T15:45:31.350375
1452,Good,0.58,0.81,0.63,0.8,Medium,2026-03-26T15:45:31.350378
1453,Good,0.96,0.57,0.42,0.78,High,2026-03-26T15:45:31.350380
1454,Poor,0.5,0.38,0.15,0.65,High,2026-03-26T15:45:31.350383
1455,Good,0.79,0.85,0.48,0.51,Medium,2026-03-26T15:45:31.350385
1456,Good,0.83,0.71,0.88,0.54,Medium,2026-03-26T15:45:31.350388
1457,Good,0.87,0.64,0.74,0.74,Medium,2026-03-26T15:45:31.350390
1458,Good,0.65,0.79,0.49,0.52,High,2026-03-26T15:45:31.350393
1459,Good,0.93,0.53,0.44,0.97,Medium,2026-03-26T15:45:31.350395
1460,Poor,0.8,0.32,0.16,0.77,High,2026-03-26T15:45:31.350398
1461,Good,0.7,0.44,0.41,0.42,High,2026-03-26T15:45:31.350400
1462,Good,0.85,0.39,0.72,0.8,Medium,2026-03-26T15:45:31.350403
1463,Good,0.91,0.57,0.52,0.68,High,2026-03-26T15:45:31.350405
1464,Poor,0.99,0.36,0.36,0.99,High,2026-03-26T15:45:31.350408
1465,Good,0.93,0.74,0.83,0.84,Low,2026-03-26T15:45:31.350410
1466,Good,0.81,0.68,0.77,0.47,Medium,2026-03-26T15:45:31.350413
1467,Poor,0.78,0.34,0.31,0.56,High,2026-03-26T15:45:31.350415
1468,Good,0.96,0.72,0.79,0.8,Medium,2026-03-26T15:45:31.350418
1469,Poor,0.88,0.39,0.21,0.56,High,2026-03-26T15:45:31.350420
1470,Poor,0.97,0.36,0.19,0.57,High,2026-03-26T15:45:31.350423
1471,Good,0.8,0.8,0.82,0.83,Medium,2026-03-26T15:45:31.350425
1472,Good,0.61,0.81,0.38,0.45,High,2026-03-26T15:45:31.350428
1473,Good,0.59,0.85,0.39,0.8,Medium,2026-03-26T15:45:31.350430
1474,Poor,0.77,0.21,0.25,0.89,High,2026-03-26T15:45:31.350434
1475,Good,0.9,0.78,0.47,0.91,Medium,2026-03-26T15:45:31.350436
1476,Poor,0.98,0.34,0.24,0.52,High,2026-03-26T15:45:31.350439
1477,Good,0.84,0.52,0.31,0.56,High,2026-03-26T15:45:31.350441
1478,Poor,0.57,0.16,0.27,0.72,High,2026-03-26T15:45:31.350444
1479,Good,0.85,0.41,0.64,0.8,Medium,2026-03-26T15:45:31.350446
1480,Good,0.75,0.72,0.41,0.69,Medium,2026-03-26T15:45:31.350449
1481,Good,0.76,0.68,0.4,0.96,Medium,2026-03-26T15:45:31.350451
1482,Good,0.74,0.6,0.86,0.9,Medium,2026-03-26T15:45:31.350454
1483,Poor,0.93,0.22,0.31,0.53,High,2026-03-26T15:45:31.350456
1484,Poor,0.52,0.3,0.24,0.59,High,2026-03-26T15:45:31.350459
1485,Good,0.84,0.55,0.33,0.98,Medium,2026-03-26T15:45:31.350461
1486,Good,0.83,0.65,0.31,0.59,High,2026-03-26T15:45:31.350464
1487,Poor,0.78,0.36,0.36,0.42,High,2026-03-26T15:45:31.350466
1488,Good,0.55,0.64,0.44,0.94,Medium,2026-03-26T15:45:31.350469
1489,Good,0.5,0.66,0.45,0.74,Medium,2026-03-26T15:45:31.350471
1490,Good,0.98,0.81,0.35,0.47,High,2026-03-26T15:45:31.350474
1491,Good,0.69,0.55,0.77,0.86,Medium,2026-03-26T15:45:31.350476
1492,Poor,0.51,0.24,0.3,0.55,High,2026-03-26T15:45:31.350479
1493,Good,0.94,0.62,0.53,0.99,Medium,2026-03-26T15:45:31.350481
1494,Poor,0.95,0.27,0.21,0.48,High,2026-03-26T15:45:31.350484
1495,Good,0.93,0.56,0.39,0.86,Medium,2026-03-26T15:45:31.350486
1496,Good,0.84,0.67,0.86,0.82,Medium,2026-03-26T15:45:31.350489
1497,Good,0.4,0.58,0.52,0.63,High,2026-03-26T15:45:31.350491
1498,Good,0.43,0.59,0.84,0.93,Medium,2026-03-26T15:45:31.350494
1499,Poor,0.62,0.25,0.17,0.41,High,2026-03-26T15:45:31.350497
1500,Good,0.81,0.39,0.33,0.93,High,2026-03-26T15:45:31.350499
1501,Poor,0.63,0.16,0.13,0.51,High,2026-03-26T15:45:31.350502
1502,Good,0.97,0.44,0.66,0.42,High,2026-03-26T15:45:31.350504
1503,Poor,0.51,0.38,0.28,0.9,High,2026-03-26T15:45:31.350507
1504,Good,0.91,0.58,0.86,0.84,Medium,2026-03-26T15:45:31.350509
1505,Good,0.85,0.66,0.78,0.46,Medium,2026-03-26T15:45:31.350512
1506,Poor,0.43,0.28,0.39,0.8,High,2026-03-26T15:45:31.350514
1507,Good,0.92,0.53,0.77,0.81,Medium,2026-03-26T15:45:31.350517
1508,Poor,0.55,0.3,0.3,0.55,High,2026-03-26T15:45:31.350520
1509,Good,0.57,0.86,0.5,0.98,Medium,2026-03-26T15:45:31.350523
1510,Good,0.46,0.47,0.61,0.74,Medium,2026-03-26T15:45:31.350526
1511,Good,0.44,0.39,0.45,0.78,High,2026-03-26T15:45:31.350528
1512,Good,0.4,0.46,0.34,0.63,High,2026-03-26T15:45:31.350531
1513,Good,0.89,0.56,0.87,0.97,Low,2026-03-26T15:45:31.350534
1514,Good,0.47,0.59,0.41,0.64,High,2026-03-26T15:45:31.350537
1515,Good,0.45,0.59,0.56,0.8,Medium,2026-03-26T15:45:31.350539
1516,Good,0.63,0.83,0.61,0.78,Medium,2026-03-26T15:45:31.350542
1517,Poor,0.7,0.39,0.37,0.78,High,2026-03-26T15:45:31.350544
1518,Good,0.41,0.5,0.63,0.67,High,2026-03-26T15:45:31.350547
1519,Poor,0.94,0.36,0.14,0.54,High,2026-03-26T15:45:31.350549
1520,Good,0.6,0.5,0.45,0.6,High,2026-03-26T15:45:31.350552
1521,Poor,0.71,0.33,0.13,0.89,High,2026-03-26T15:45:31.350554
1522,Poor,0.57,0.38,0.28,0.54,High,2026-03-26T15:45:31.350557
1523,Good,0.56,0.56,0.47,0.87,Medium,2026-03-26T15:45:31.350559
1524,Good,0.67,0.74,0.34,0.41,High,2026-03-26T15:45:31.350562
1525,Good,0.56,0.44,0.77,0.43,High,2026-03-26T15:45:31.350564
1526,Good,0.57,0.56,0.35,0.77,High,2026-03-26T15:45:31.350567
1527,Poor,0.62,0.24,0.32,0.68,High,2026-03-26T15:45:31.350569
1528,Poor,0.83,0.22,0.26,0.56,High,2026-03-26T15:45:31.350572
1529,Poor,0.61,0.18,0.16,0.78,High,2026-03-26T15:45:31.350574
1530,Poor,0.89,0.26,0.22,0.51,High,2026-03-26T15:45:31.350577
1531,Good,0.49,0.88,0.58,0.74,Medium,2026-03-26T15:45:31.350579
1532,Poor,0.49,0.17,0.27,0.98,High,2026-03-26T15:45:31.350582
1533,Good,0.65,0.37,0.72,0.91,Medium,2026-03-26T15:45:31.350584
1534,Poor,0.65,0.23,0.22,0.96,High,2026-03-26T15:45:31.350587
1535,Good,0.68,0.54,0.47,0.63,High,2026-03-26T15:45:31.350589
1536,Good,0.72,0.6,0.67,0.95,Medium,2026-03-26T15:45:31.350592
1537,Good,0.67,0.72,0.59,0.93,Medium,2026-03-26T15:45:31.350594
1538,Good,0.59,0.86,0.44,0.85,Medium,2026-03-26T15:45:31.350596
1539,Good,0.56,0.88,0.31,0.59,High,2026-03-26T15:45:31.350599
1540,Good,0.97,0.48,0.64,0.76,Medium,2026-03-26T15:45:31.350601
1541,Good,0.62,0.36,0.72,0.41,High,2026-03-26T15:45:31.350604
1542,Poor,0.92,0.37,0.36,0.89,High,2026-03-26T15:45:31.350606
1543,Good,0.91,0.87,0.76,0.62,Medium,2026-03-26T15:45:31.350609
1544,Poor,0.7,0.39,0.39,0.76,High,2026-03-26T15:45:31.350611
1545,Good,0.71,0.49,0.48,0.73,High,2026-03-26T15:45:31.350614
1546,Good,0.99,0.36,0.71,0.69,High,2026-03-26T15:45:31.350617
1547,Poor,0.76,0.37,0.2,0.69,High,2026-03-26T15:45:31.350619
1548,Good,0.81,0.49,0.34,0.81,High,2026-03-26T15:45:31.350622
1549,Good,0.97,0.4,0.74,0.46,High,2026-03-26T15:45:31.350624
1550,Good,0.8,0.4,0.48,0.98,Medium,2026-03-26T15:45:31.350627
1551,Good,0.71,0.76,0.56,0.71,Medium,2026-03-26T15:45:31.350629
1552,Good,0.99,0.37,0.4,0.92,High,2026-03-26T15:45:31.350632
1553,Good,0.55,0.62,0.48,0.7,High,2026-03-26T15:45:31.350634
1554,Good,0.93,0.47,0.71,0.49,High,2026-03-26T15:45:31.350637
1555,Good,0.63,0.78,0.4,0.47,High,2026-03-26T15:45:31.350639
1556,Good,0.73,0.48,0.27,0.72,High,2026-03-26T15:45:31.350642
1557,Good,0.87,0.68,0.49,0.71,Medium,2026-03-26T15:45:31.350644
1558,Good,0.63,0.6,0.66,0.82,Medium,2026-03-26T15:45:31.350647
1559,Good,0.61,0.7,0.27,0.84,Medium,2026-03-26T15:45:31.350649
1560,Poor,0.41,0.38,0.29,0.87,High,2026-03-26T15:45:31.350652
1561,Good,0.4,0.75,0.51,0.79,Medium,2026-03-26T15:45:31.350655
1562,Good,0.51,0.71,0.39,0.82,Medium,2026-03-26T15:45:31.350657
1563,Good,0.68,0.71,0.82,0.83,Medium,2026-03-26T15:45:31.350660
1564,Poor,0.55,0.2,0.2,0.97,High,2026-03-26T15:45:31.350662
1565,Poor,0.45,0.18,0.22,0.49,High,2026-03-26T15:45:31.350665
1566,Poor,0.58,0.21,0.24,0.6,High,2026-03-26T15:45:31.350667
1567,Good,0.55,0.48,0.83,0.71,Medium,2026-03-26T15:45:31.350670
1568,Good,0.89,0.61,0.53,0.55,High,2026-03-26T15:45:31.350672
1569,Good,0.5,0.73,0.4,0.73,Medium,2026-03-26T15:45:31.350675
1570,Good,0.71,0.73,0.4,0.87,Medium,2026-03-26T15:45:31.350677
1571,Good,1.0,0.6,0.39,0.88,Medium,2026-03-26T15:45:31.350680
1572,Good,0.49,0.45,0.37,0.58,High,2026-03-26T15:45:31.350682
1573,Good,0.65,0.51,0.6,0.47,High,2026-03-26T15:45:31.350685
1574,Poor,0.41,0.36,0.27,0.96,High,2026-03-26T15:45:31.350687
1575,Good,0.96,0.83,0.44,0.83,Medium,2026-03-26T15:45:31.350690
1576,Poor,0.61,0.32,0.31,0.75,High,2026-03-26T15:45:31.350692
1577,Good,0.69,0.61,0.76,0.93,Medium,2026-03-26T15:45:31.350695
1578,Good,0.41,0.4,0.47,0.75,High,2026-03-26T15:45:31.350697
1579,Good,0.95,0.68,0.8,0.52,Medium,2026-03-26T15:45:31.350700
1580,Good,0.52,0.63,0.77,0.5,Medium,2026-03-26T15:45:31.350702
1581,Good,0.68,0.58,0.62,0.65,Medium,2026-03-26T15:45:31.350705
1582,Poor,0.83,0.37,0.3,0.55,High,2026-03-26T15:45:31.350707
1583,Poor,0.82,0.35,0.29,0.96,High,2026-03-26T15:45:31.350710
1584,Good,0.55,0.58,0.8,0.56,Medium,2026-03-26T15:45:31.350712
1585,Good,0.63,0.58,0.88,0.5,Medium,2026-03-26T15:45:31.350715
1586,Good,0.93,0.84,0.52,0.54,Medium,2026-03-26T15:45:31.350718
1587,Poor,0.98,0.32,0.26,0.95,High,2026-03-26T15:45:31.350720
1588,Good,0.42,0.38,0.77,0.5,High,2026-03-26T15:45:31.350723
1589,Poor,0.5,0.22,0.14,0.43,High,2026-03-26T15:45:31.350725
1590,Good,0.99,0.77,0.78,0.54,Medium,2026-03-26T15:45:31.350728
1591,Good,0.94,0.67,0.53,0.43,High,2026-03-26T15:45:31.350731
1592,Good,0.93,0.83,0.31,0.72,Medium,2026-03-26T15:45:31.350734
1593,Good,0.62,0.63,0.71,0.83,Medium,2026-03-26T15:45:31.350736
1594,Good,0.79,0.45,0.31,0.64,High,2026-03-26T15:45:31.350739
1595,Good,0.49,0.37,0.59,0.77,High,2026-03-26T15:45:31.350741
1596,Poor,0.75,0.23,0.3,0.76,High,2026-03-26T15:45:31.350744
1597,Poor,0.55,0.23,0.33,0.66,High,2026-03-26T15:45:31.350746
1598,Good,0.62,0.38,0.35,0.49,High,2026-03-26T15:45:31.350749
1599,Good,0.63,0.67,0.86,0.89,Medium,2026-03-26T15:45:31.350751
1600,Good,0.78,0.81,0.86,0.92,Medium,2026-03-26T15:45:31.350754
1601,Good,0.49,0.76,0.83,0.88,Medium,2026-03-26T15:45:31.350756
1602,Good,0.98,0.54,0.47,0.73,High,2026-03-26T15:45:31.350759
1603,Good,0.96,0.49,0.44,0.49,High,2026-03-26T15:45:31.350761
1604,Good,0.84,0.53,0.44,0.97,Medium,2026-03-26T15:45:31.350764
1605,Good,0.58,0.78,0.42,0.47,High,2026-03-26T15:45:31.350766
1606,Good,0.48,0.7,0.68,0.72,Medium,2026-03-26T15:45:31.350769
1607,Good,0.72,0.8,0.73,0.48,Medium,2026-03-26T15:45:31.350771
1608,Good,0.52,0.78,0.87,0.8,Medium,2026-03-26T15:45:31.350774
1609,Poor,0.96,0.33,0.35,0.88,High,2026-03-26T15:45:31.350776
1610,Poor,0.88,0.32,0.32,0.48,High,2026-03-26T15:45:31.350780
1611,Good,0.91,0.6,0.63,0.44,High,2026-03-26T15:45:31.350782
1612,Good,0.77,0.82,0.28,0.62,High,2026-03-26T15:45:31.350785
1613,Good,0.72,0.6,0.62,0.72,Medium,2026-03-26T15:45:31.350787
1614,Good,0.56,0.57,0.83,0.79,Medium,2026-03-26T15:45:31.350790
1615,Good,0.47,0.48,0.49,0.89,Medium,2026-03-26T15:45:31.350792
1616,Good,0.5,0.37,0.64,0.69,High,2026-03-26T15:45:31.350795
1617,Good,0.9,0.57,0.8,0.93,Medium,2026-03-26T15:45:31.350797
1618,Good,0.83,0.56,0.81,0.97,Medium,2026-03-26T15:45:31.350800
1619,Good,0.91,0.69,0.57,0.6,Medium,2026-03-26T15:45:31.350802
1620,Good,0.84,0.71,0.53,0.61,Medium,2026-03-26T15:45:31.350805
1621,Good,0.65,0.77,0.7,0.76,Medium,2026-03-26T15:45:31.350807
1622,Poor,0.51,0.32,0.38,0.63,High,2026-03-26T15:45:31.350810
1623,Poor,0.71,0.39,0.28,0.83,High,2026-03-26T15:45:31.350813
1624,Good,0.48,0.51,0.47,0.44,High,2026-03-26T15:45:31.350815
1625,Good,0.92,0.83,0.34,0.92,Medium,2026-03-26T15:45:31.350818
1626,Good,0.74,0.42,0.51,0.8,High,2026-03-26T15:45:31.350820
1627,Good,0.77,0.8,0.48,0.78,Medium,2026-03-26T15:45:31.350823
1628,Poor,0.47,0.25,0.32,0.66,High,2026-03-26T15:45:31.350825
1629,Poor,0.93,0.2,0.15,0.85,High,2026-03-26T15:45:31.350828
1630,Poor,0.67,0.29,0.36,0.64,High,2026-03-26T15:45:31.350830
1631,Poor,0.62,0.36,0.25,0.79,High,2026-03-26T15:45:31.350833
1632,Good,0.62,0.75,0.85,0.58,Medium,2026-03-26T15:45:31.350835
1633,Poor,0.67,0.29,0.26,0.52,High,2026-03-26T15:45:31.350838
1634,Poor,0.89,0.22,0.31,0.62,High,2026-03-26T15:45:31.350841
1635,Good,0.9,0.48,0.45,0.57,High,2026-03-26T15:45:31.350843
1636,Good,0.95,0.66,0.47,0.52,High,2026-03-26T15:45:31.350846
1637,Poor,0.94,0.26,0.36,0.67,High,2026-03-26T15:45:31.350848
1638,Poor,0.66,0.39,0.23,0.79,High,2026-03-26T15:45:31.350851
1639,Good,0.57,0.86,0.56,0.73,Medium,2026-03-26T15:45:31.350854
1640,Good,0.94,0.61,0.55,0.52,High,2026-03-26T15:45:31.350857
1641,Good,0.55,0.7,0.55,0.77,Medium,2026-03-26T15:45:31.350859
1642,Poor,0.76,0.31,0.16,0.8,High,2026-03-26T15:45:31.350862
1643,Poor,0.56,0.2,0.15,0.74,High,2026-03-26T15:45:31.350864
1644,Poor,0.74,0.34,0.33,0.72,High,2026-03-26T15:45:31.350867
1645,Good,0.81,0.43,0.36,0.66,High,2026-03-26T15:45:31.350869
1646,Poor,0.64,0.23,0.33,0.85,High,2026-03-26T15:45:31.350872
1647,Good,0.78,0.47,0.75,0.88,Medium,2026-03-26T15:45:31.350874
1648,Good,0.86,0.67,0.46,0.96,Medium,2026-03-26T15:45:31.350877
1649,Good,0.65,0.5,0.3,0.61,High,2026-03-26T15:45:31.350879
1650,Poor,0.41,0.26,0.24,0.46,High,2026-03-26T15:45:31.350882
1651,Good,0.71,0.48,0.37,0.57,High,2026-03-26T15:45:31.350884
1652,Poor,0.47,0.39,0.36,0.5,High,2026-03-26T15:45:31.350887
1653,Good,0.9,0.4,0.53,0.86,High,2026-03-26T15:45:31.350889
1654,Good,0.59,0.41,0.42,0.7,High,2026-03-26T15:45:31.350892
1655,Poor,0.73,0.31,0.35,0.63,High,2026-03-26T15:45:31.350894
1656,Good,0.8,0.47,0.36,0.92,High,2026-03-26T15:45:31.350897
1657,Poor,0.6,0.21,0.27,0.54,High,2026-03-26T15:45:31.350899
1658,Good,0.54,0.83,0.65,0.49,Medium,2026-03-26T15:45:31.350902
1659,Good,0.46,0.57,0.78,0.53,Medium,2026-03-26T15:45:31.350904
1660,Poor,0.89,0.23,0.31,0.61,High,2026-03-26T15:45:31.350907
1661,Poor,0.87,0.27,0.25,0.74,High,2026-03-26T15:45:31.350909
1662,Good,0.44,0.62,0.78,0.61,Medium,2026-03-26T15:45:31.350912
1663,Good,0.82,0.62,0.83,0.5,Medium,2026-03-26T15:45:31.350914
1664,Good,0.58,0.74,0.43,0.88,Medium,2026-03-26T15:45:31.350917
1665,Good,0.91,0.72,0.43,0.88,Medium,2026-03-26T15:45:31.350919
1666,Good,0.47,0.53,0.53,0.58,High,2026-03-26T15:45:31.350922
1667,Good,0.72,0.41,0.78,0.51,High,2026-03-26T15:45:31.350924
1668,Good,0.83,0.86,0.33,0.47,High,2026-03-26T15:45:31.350927
1669,Poor,0.82,0.23,0.23,0.74,High,2026-03-26T15:45:31.350930
1670,Good,0.43,0.41,0.55,0.47,High,2026-03-26T15:45:31.350933
1671,Poor,0.86,0.33,0.35,0.69,High,2026-03-26T15:45:31.350935
1672,Good,0.7,0.85,0.38,0.43,High,2026-03-26T15:45:31.350938
1673,Good,0.81,0.41,0.87,0.46,High,2026-03-26T15:45:31.350940
1674,Poor,0.45,0.39,0.24,0.83,High,2026-03-26T15:45:31.350943
1675,Poor,1.0,0.22,0.25,0.69,High,2026-03-26T15:45:31.350945
1676,Good,0.47,0.66,0.76,0.85,Medium,2026-03-26T15:45:31.350948
1677,Good,0.86,0.4,0.87,0.45,High,2026-03-26T15:45:31.350950
1678,Good,0.69,0.78,0.28,0.47,High,2026-03-26T15:45:31.350954
1679,Poor,0.59,0.24,0.18,0.64,High,2026-03-26T15:45:31.350957
1680,Good,0.99,0.81,0.74,0.92,Low,2026-03-26T15:45:31.350959
1681,Poor,0.83,0.2,0.2,0.42,High,2026-03-26T15:45:31.350962
1682,Good,0.7,0.39,0.49,0.77,High,2026-03-26T15:45:31.350964
1683,Poor,0.53,0.38,0.15,0.89,High,2026-03-26T15:45:31.350967
1684,Good,0.54,0.68,0.4,0.98,Medium,2026-03-26T15:45:31.350969
1685,Good,0.85,0.58,0.48,0.89,Medium,2026-03-26T15:45:31.350972
1686,Poor,0.74,0.31,0.35,0.81,High,2026-03-26T15:45:31.350975
1687,Good,0.51,0.63,0.47,0.92,Medium,2026-03-26T15:45:31.350977
1688,Good,0.83,0.48,0.76,0.71,Medium,2026-03-26T15:45:31.350980
1689,Good,0.89,0.41,0.47,0.74,High,2026-03-26T15:45:31.350982
1690,Good,0.48,0.37,0.47,0.97,Medium,2026-03-26T15:45:31.350985
1691,Good,0.9,0.8,0.78,0.93,Low,2026-03-26T15:45:31.350987
1692,Poor,0.56,0.18,0.28,0.54,High,2026-03-26T15:45:31.350990
1693,Poor,0.91,0.28,0.33,0.68,High,2026-03-26T15:45:31.350992
1694,Good,0.98,0.56,0.67,0.81,Medium,2026-03-26T15:45:31.350995
1695,Poor,0.87,0.23,0.31,0.54,High,2026-03-26T15:45:31.350997
1696,Poor,0.66,0.39,0.29,0.74,High,2026-03-26T15:45:31.351000
1697,Poor,0.79,0.23,0.2,0.5,High,2026-03-26T15:45:31.351003
1698,Good,0.97,0.62,0.76,0.47,Medium,2026-03-26T15:45:31.351005
1699,Good,0.96,0.79,0.69,0.87,Medium,2026-03-26T15:45:31.351007
1700,Poor,0.84,0.38,0.39,0.71,High,2026-03-26T15:45:31.351010
1701,Good,0.66,0.76,0.86,0.62,Medium,2026-03-26T15:45:31.351012
1702,Poor,0.5,0.17,0.18,0.83,High,2026-03-26T15:45:31.351015
1703,Good,0.65,0.83,0.48,0.84,Medium,2026-03-26T15:45:31.351018
1704,Poor,0.41,0.25,0.13,0.47,High,2026-03-26T15:45:31.351020
1705,Poor,0.57,0.27,0.22,0.92,High,2026-03-26T15:45:31.351023
1706,Good,0.63,0.54,0.27,0.5,High,2026-03-26T15:45:31.351025
1707,Good,0.57,0.4,0.44,0.77,High,2026-03-26T15:45:31.351028
1708,Good,0.7,0.6,0.79,0.66,Medium,2026-03-26T15:45:31.351030
1709,Poor,0.52,0.3,0.37,0.59,High,2026-03-26T15:45:31.351033
1710,Poor,0.82,0.29,0.29,0.82,High,2026-03-26T15:45:31.351035
1711,Poor,0.49,0.26,0.21,0.91,High,2026-03-26T15:45:31.351038
1712,Good,0.93,0.56,0.56,0.44,High,2026-03-26T15:45:31.351041
1713,Good,0.5,0.82,0.74,0.5,Medium,2026-03-26T15:45:31.351044
1714,Poor,0.7,0.18,0.31,0.76,High,2026-03-26T15:45:31.351046
1715,Good,0.78,0.68,0.87,0.47,Medium,2026-03-26T15:45:31.351049
1716,Good,0.63,0.79,0.28,0.61,High,2026-03-26T15:45:31.351051
1717,Poor,0.45,0.34,0.33,0.66,High,2026-03-26T15:45:31.351054
